category	identity	source	target	compact_policy
SkillPassive	Summoner_2	Hexwell Current	咒泉涌流	english-on-hold
SkillPassive	Summoner_3	Banishment Well	放逐涌泉	english-on-hold
SkillPassive	Summoner_4	Resonant Wind	共鸣疾风	english-on-hold
SkillPassive	Summoner_5	Blessed Resonance	祝福共鸣	english-on-hold
SkillPassive	Summoner_6	Soul Chains	灵魂锁链	english-on-hold
SkillPassive	SummonMastery	Summon Mastery	召唤精通	english-on-hold
SkillPassive	TwohandParry	Twohand Parry	双手武器招架	english-on-hold
SkillPassive	WandMastery	Staff Mastery	法杖精通	english-on-hold
SkillPassive	WandMastery	Wand Mastery	法杖精通	english-on-hold
SkillPassive	Warrior_1	Bloodtrail	血迹	english-on-hold
SkillPassive	Warrior_2	Breakjaw	碎颌	english-on-hold
SkillPassive	Warrior_3	Warmaw	战争巨口	english-on-hold
SkillPassive	Warrior_4	Bloodprice	血价	english-on-hold
SkillPassive	Warrior_5	Warpath	战争之路	english-on-hold
SkillPassive	Weaver_1	Fateweave	命运织法	english-on-hold
SkillPassive	Weaver_1	Weave of Counter	反击织法	english-on-hold
SkillPassive	Weaver_2	Weave of Guardian	守护织法	english-on-hold
SkillPassive	Weaver_3	Weave of Arcana	奥术织法	english-on-hold
SkillPassive	Weaver_4	Weave of Fury	狂怒织法	english-on-hold
SkillPassive	Weaver_5	Weave of Marksman	神射织法	english-on-hold
SkillPassive	WeaverMastery	Weaver Mastery	织法精通	english-on-hold
SkillPassive	Wizard_1	Jupiter's Wrath	朱庇特之怒	english-on-hold
SkillPassive	Wizard_1	Tempest Engine	风暴引擎	english-on-hold
SkillPassive	Wizard_2	Frozen Dominion	冰封领域	english-on-hold
SkillPassive	Wizard_2	Voltaic Overdraw	雷能过载	english-on-hold
SkillPassive	Wizard_3	Eye of the Storm	风暴之眼	english-on-hold
SkillPassive	Wizard_3	Meteoric Cataclysm	陨星浩劫	english-on-hold
SkillPassive	Wizard_4	Arcane Elementalist	奥术元素师	english-on-hold
SkillPassive	Wizard_4	Stonewake	岩醒	english-on-hold
SkillPassive	Wizard_5	Focused Amplification	专注增幅	english-on-hold
SkillPassive	Wizard_6	Mana Surge	法力涌动	english-on-hold
SkillPassive	Wizard_7	Arcane Barrier	奥术屏障	english-on-hold
SkillPassive	Wizard_Artifact_1	Tempest Engine	风暴引擎	english-on-hold
SkillPassive	Wizard_Artifact_2	Frozen Dominion	冰封领域	english-on-hold
SkillPassive	Wizard_Artifact_3	Meteoric Cataclysm	陨星浩劫	english-on-hold
Monster	Abomination	Abomination	憎恶	english-on-hold
Monster	Abomination	Abomination Card	憎恶卡片	english-on-hold
Monster	Alien Big Blink	Alien Big Blink	宇宙实体	english-on-hold
Monster	Alien Big Blink	Cosmic Entity	宇宙实体	english-on-hold
Monster	Alien Big Blink	Cosmic Entity Card	宇宙实体卡片	english-on-hold
Monster	Alien Biteroot	Chomproot	噬根	english-on-hold
Monster	Alien Biteroot	Chomproot Card	噬根卡片	english-on-hold
Monster	Alien Cyclops	Voidspawn	虚空孳生体	english-on-hold
Monster	Alien Cyclops	Voidspawn Card	虚空孳生体卡片	english-on-hold
Monster	Alien Cyclops	Voidspawn Pet	月裔宠物	english-on-hold
Monster	Alien Galaxia	Galaxian Brute	银河蛮兵	english-on-hold
Monster	Alien Galaxia	Galaxian Brute Card	银河蛮兵卡片	english-on-hold
Monster	Alien One Eye	Voidgazer	虚空凝视者	english-on-hold
Monster	Alien One Eye	Voidgazer Card	虚空凝视者卡片	english-on-hold
Monster	Alien Pew Pew	Galaxian Blaster	银河爆破手	english-on-hold
Monster	Alien Pew Pew	Galaxian Blaster Card	银河爆破手卡片	english-on-hold
Monster	Alien Plant	Chompbloom	噬花	english-on-hold
Monster	Alien Plant	Chompbloom Card	噬花卡片	english-on-hold
Monster	Alien Skye	Galaxian Skimmer	银河掠行者	english-on-hold
Monster	Alien Skye	Galaxian Skimmer Card	银河掠行者卡片	english-on-hold
Monster	Alien Spike	Cinderspike	灰烬尖刺	english-on-hold
Monster	Alien Spike	Cinderspike Card	灰烬尖刺卡片	english-on-hold
Monster	Alien Sporella	Chompcap	噬帽菌	english-on-hold
Monster	Alien Sporella	Chompcap Card	噬帽菌卡片	english-on-hold
Monster	Alien Sporella	Chompcap Pet	孢子宠物	english-on-hold
Monster	Alien Star	Little Star	小星星	english-on-hold
Monster	Alien Star	Little Star Card	小星星卡片	english-on-hold
Monster	Alien Star	Little Star Pet	小星星宠物	english-on-hold
Monster	Alien Starry	Starry	星辉	english-on-hold
Monster	Alien Starry	Starry Card	星辉卡片	english-on-hold
Monster	Alien Twinkle	Twinkle	闪烁	english-on-hold
Monster	Alien Twinkle	Twinkle Card	闪烁卡片	english-on-hold
Monster	Alien Wheel	Cinderwheel	灰烬轮	english-on-hold
Monster	Alien Wheel	Cinderwheel Card	灰烬轮卡片	english-on-hold
Monster	Alien Wheel	Cinderwheel Pet	烈焰轮宠物	english-on-hold
Monster	Alien Wreck	Cindermaw	灰烬巨口	english-on-hold
Monster	Alien Wreck	Cindermaw Card	灰烬巨口卡片	english-on-hold
Monster	Angel	Angel	天使	english-on-hold
Monster	Angel	Angel Card	天使卡片	english-on-hold
Monster	Angel Mage	Angel Mage	六翼天使仲裁者	english-on-hold
Monster	Angel Mage	Seraphim Arbiter	六翼天使仲裁者	english-on-hold
Monster	Angel Mage	Seraphim Arbiter Card	六翼天使仲裁者卡片	english-on-hold
Monster	Archangel	Archangel	大天使	english-on-hold
Monster	Archangel	Archangel Card	大天使卡片	english-on-hold
Monster	Archangel	Archangel Pet	圣吉尔宠物	english-on-hold
Monster	Ball Robot Blue	Ward Robot	护卫机器人	english-on-hold
Monster	Ball Robot Blue	Ward Robot Card	护卫机器人卡片	english-on-hold
Monster	Ball Robot Red	Strike Robot	攻击机器人	english-on-hold
Monster	Ball Robot Red	Strike Robot Card	攻击机器人卡片	english-on-hold
Monster	Bat	Bat	蝙蝠	english-on-hold
Monster	Bat	Bat Card	蝙蝠卡片	english-on-hold
Monster	Bat	Bat Pet	飞翔蝙蝠宠物	english-on-hold
Monster	Bat Lord	Bat Lord	暗夜男爵	english-on-hold
Monster	Bat Lord	Night Baron	暗夜男爵	english-on-hold
Monster	Bat Lord	Night Baron Card	暗夜男爵卡片	english-on-hold
Monster	Bee	Bee	蜜蜂	english-on-hold
Monster	Bee	Bee Card	蜜蜂卡片	english-on-hold
Monster	Bee	Bee Pet	蜜糖蜂宠物	english-on-hold
Monster	Bird	Rooster	公鸡	english-on-hold
Monster	Bird	Rooster Card	公鸡卡片	english-on-hold
Monster	Blast Robot Blue	Guard Robot	警卫机器人	english-on-hold
Monster	Blast Robot Blue	Guard Robot Card	警卫机器人卡片	english-on-hold
Monster	Blast Robot Red	Blast Robot	爆破机器人	english-on-hold
Monster	Blast Robot Red	Blast Robot Card	爆破机器人卡片	english-on-hold
Monster	Blind	Blind	致盲	english-on-hold
Monster	Blind	Nightshade	夜影	english-on-hold
Monster	Blind	Nightshade Card	夜影卡片	english-on-hold
Monster	Bloom	Nightbloom	夜之花	english-on-hold
Monster	Bloom	Nightbloom Card	夜之花卡片	english-on-hold
Monster	Blossom	Deathblossom	死亡之花	english-on-hold
Monster	Blossom	Deathblossom Card	死亡之花卡片	english-on-hold
Monster	Bomb	Bomb	炸弹	english-on-hold
Monster	Bomb	Bomb Card	炸弹卡片	english-on-hold
Monster	Bomb	Bomb Pet	炸弹仔宠物	english-on-hold
Monster	Bot Robot	Repair Robot	维修机器人	english-on-hold
Monster	Bot Robot	Repair Robot Card	维修机器人卡片	english-on-hold
Monster	Boxy Robot	Boxy Robot	方盒机器人	english-on-hold
Monster	Boxy Robot	Boxy Robot Card	方盒机器人卡片	english-on-hold
Monster	Boxy Robot	Boxy Robot Pet	S.U. B0X 宠物	english-on-hold
Monster	Bud	Venom Bud	毒芽	english-on-hold
Monster	Bud	Venom Bud Card	毒芽卡片	english-on-hold
Monster	Bud	Venom Bud Pet	漂流花蕾宠物	english-on-hold
Monster	Bumble	Bumblebee	大黄蜂	english-on-hold
Monster	Bumble	Bumblebee Card	大黄蜂卡片	english-on-hold
Monster	Bunny	Bunny	兔子	english-on-hold
Monster	Bunny	Bunny Card	兔子卡片	english-on-hold
Monster	Burrow	Digger	掘地者	english-on-hold
Monster	Burrow	Digger Card	掘地者卡片	english-on-hold
Monster	Burrow	Digger Pet	杜格拉斯宠物	english-on-hold
Monster	Butterfly Fairy	Fairy	仙灵	english-on-hold
Monster	Butterfly Fairy	Fairy Card	仙灵卡片	english-on-hold
Monster	Butterfly Fairy	Fairy Pet	格伦翼精灵宠物	english-on-hold
Monster	Butterfly Hue	Sprite	精灵	english-on-hold
Monster	Butterfly Hue	Sprite Card	精灵卡片	english-on-hold
Monster	Butterfly Pixie	Pixie	小精灵	english-on-hold
Monster	Butterfly Pixie	Pixie Card	小精灵卡片	english-on-hold
Monster	Cacti	Cacti	仙人掌	english-on-hold
Monster	Cacti	Cacti Card	仙人掌卡片	english-on-hold
Monster	Cactus	Cactus	仙人掌	english-on-hold
Monster	Cactus	Cactus Card	仙人掌卡片	english-on-hold
Monster	Cactus	Cactus Pet	棘花宠物	english-on-hold
Monster	Cactus Boss	Cactus Boss	仙人掌王	english-on-hold
Monster	Cactus Boss	Cactus King	仙人掌王	english-on-hold
Monster	Cactus Boss	Cactus King Card	仙人掌王卡片	english-on-hold
Monster	Cat Bolt	Cat Bolt	雷兽	english-on-hold
Monster	Cat Bolt	Raiju	雷兽	english-on-hold
Monster	Cat Bolt	Raiju Card	雷兽卡片	english-on-hold
Monster	Cat Lightning	Voltpaw	伏特爪	english-on-hold
Monster	Cat Lightning	Voltpaw Card	伏特爪卡片	english-on-hold
Monster	Cat Meow	Sparkit	斯帕克特	english-on-hold
Monster	Cat Meow	Sparkit Card	斯帕克特卡片	english-on-hold
Monster	Cat Meow	Sparkit Pet	斯帕基蒂宠物	english-on-hold
Monster	Chick	Chick	小鸡	english-on-hold
Monster	Chick	Chick Card	小鸡卡片	english-on-hold
Monster	Chick	Chick Pet	啾啾小鸡宠物	english-on-hold
Monster	Cobra Venom	Cobra	眼镜蛇	english-on-hold
Monster	Cobra Venom	Cobra Card	眼镜蛇卡片	english-on-hold
Monster	Creeper	Crawler	爬行者	english-on-hold
Monster	Creeper	Crawler Card	爬行者卡片	english-on-hold
Monster	Crystal Guardian Amethyst	Amethyst Guardian	紫晶守护者	english-on-hold
Monster	Crystal Guardian Amethyst	Amethyst Guardian Card	紫晶守护者卡片	english-on-hold
Monster	Crystal Guardian Aqua	Aquamarine Guardian	海蓝宝守护者	english-on-hold
Monster	Crystal Guardian Aqua	Aquamarine Guardian Card	海蓝宝守护者卡片	english-on-hold
Monster	Crystal Guardian Emerald	Emerald Guardian	翡翠守护者	english-on-hold
Monster	Crystal Guardian Emerald	Emerald Guardian Card	翡翠守护者卡片	english-on-hold
Monster	Cyclops	Cyclops	独眼巨人	english-on-hold
Monster	Cyclops	Cyclops Card	独眼巨人卡片	english-on-hold
Monster	Cyclops Bat	Eyeclops Bat	独眼蝙蝠	english-on-hold
Monster	Cyclops Bat	Eyeclops Bat Card	独眼蝙蝠卡片	english-on-hold
Monster	Cyclops Bat Mage	Eyeclops Mage	独眼法师	english-on-hold
Monster	Cyclops Bat Mage	Eyeclops Mage Card	独眼法师卡片	english-on-hold
Monster	Cyclops Bat Wizard	Eyeclops Arcanist	独眼奥术师	english-on-hold
Monster	Cyclops Bat Wizard	Eyeclops Arcanist Card	独眼奥术师卡片	english-on-hold
Monster	Cyclops Giant	Cyclops Titan	独眼巨人泰坦	english-on-hold
Monster	Cyclops Giant	Cyclops Titan Card	独眼巨人泰坦卡片	english-on-hold
Monster	Cyclops Minion	Cyclopling	独眼幼体	english-on-hold
Monster	Cyclops Minion	Cyclopling Card	独眼幼体卡片	english-on-hold
Monster	Cyclops Minion	Cyclopling Pet	冰霜独眼怪宠物	english-on-hold
Monster	Dark Wizard Black	Onyx Warlock	玛瑙术士	english-on-hold
Monster	Dark Wizard Black	Onyx Warlock Card	玛瑙术士卡片	english-on-hold
Monster	Dark Wizard Purple	Violet Warlock	紫罗兰术士	english-on-hold
Monster	Dark Wizard Purple	Violet Warlock Card	紫罗兰术士卡片	english-on-hold
Monster	Dark Wizard Red	Scarlet Warlock	猩红术士	english-on-hold
Monster	Dark Wizard Red	Scarlet Warlock Card	猩红术士卡片	english-on-hold
Monster	Death	Wight	尸妖	english-on-hold
Monster	Death	Wight Card	尸妖卡片	english-on-hold
Monster	Death	Wight Pet	死灵幼体宠物	english-on-hold
Monster	Death Mage	Abyss Archon	深渊执政官	english-on-hold
Monster	Death Mage	Abyss Archon Card	深渊执政官卡片	english-on-hold
Monster	Death Mage	Death Mage	深渊执政官	english-on-hold
Monster	Delivery Robot	Delivery Robot	送货机器人	english-on-hold
Monster	Delivery Robot	Delivery Robot Card	送货机器人卡片	english-on-hold
Monster	Devil Bat	Fire Bat	火蝙蝠	english-on-hold
Monster	Devil Bat	Fire Bat Card	火蝙蝠卡片	english-on-hold
Monster	Devil Hades	Inferno Bat	炼狱蝙蝠	english-on-hold
Monster	Devil Hades	Inferno Bat Card	炼狱蝙蝠卡片	english-on-hold
Monster	Devil Hell	Hell Bat	地狱蝙蝠	english-on-hold
Monster	Devil Hell	Hell Bat Card	地狱蝙蝠卡片	english-on-hold
Monster	Direwolf	Direwolf	恐狼	english-on-hold
Monster	Direwolf	Direwolf Card	恐狼卡片	english-on-hold
Monster	Dog Bark	Hound	猎犬	english-on-hold
Monster	Dog Bark	Hound Card	猎犬卡片	english-on-hold
Monster	Dog Bowwow	Hellhound	地狱犬	english-on-hold
Monster	Dog Bowwow	Hellhound Card	地狱犬卡片	english-on-hold
Monster	Dog Pup	Pup	小狗	english-on-hold
Monster	Dog Pup	Pup Card	小狗卡片	english-on-hold
Monster	Dog Pup	Pup Pet	热狗宠物	english-on-hold
Monster	Dragon Blizzard	Frost Wyvern	冰霜飞龙	english-on-hold
Monster	Dragon Blizzard	Frost Wyvern Card	冰霜飞龙卡片	english-on-hold
Monster	Dragon Blizzard	Frost Wyvern Mount	雪龙坐骑	english-on-hold
Monster	Dragon Bot	Dragon Bot	机械幼龙	english-on-hold
Monster	Dragon Bot	Dragon Bot Card	机械幼龙卡片	english-on-hold
Monster	Dragon Darkness	Shadow Wyvern	暗影飞龙	english-on-hold
Monster	Dragon Darkness	Shadow Wyvern Card	暗影飞龙卡片	english-on-hold
Monster	Dragon Darkness	Shadow Wyvern Mount	夜龙坐骑	english-on-hold
Monster	Dragon Dusk	Dusk Drake	黄昏幼龙	english-on-hold
Monster	Dragon Dusk	Dusk Drake Card	黄昏幼龙卡片	english-on-hold
Monster	Dragon Dusk	Dusk Drake Pet	暮光巨龙宠物	english-on-hold
Monster	Dragon Fire	Flame Drake	火焰幼龙	english-on-hold
Monster	Dragon Fire	Flame Drake Card	火焰幼龙卡片	english-on-hold
Monster	Dragon Ice	Rime Drake	霜冻幼龙	english-on-hold
Monster	Dragon Ice	Rime Drake Card	霜冻幼龙卡片	english-on-hold
Monster	Dragon Inferno	Inferno Wyvern	地狱飞龙	english-on-hold
Monster	Dragon Inferno	Inferno Wyvern Card	地狱飞龙卡片	english-on-hold
Monster	Dragon Inferno	Inferno Wyvern Mount	狱龙坐骑	english-on-hold
Monster	Dragon King Blue	Frost Wyrm	冰霜龙	english-on-hold
Monster	Dragon King Blue	Frost Wyrm Card	冰霜龙卡片	english-on-hold
Monster	Dragon King Green	Fire Wyrm	火龙	english-on-hold
Monster	Dragon King Green	Fire Wyrm Card	火龙卡片	english-on-hold
Monster	Dragon King Orange	Earth Wyrm	地龙	english-on-hold
Monster	Dragon King Orange	Earth Wyrm Card	地龙卡片	english-on-hold
Monster	Dragon King Purple	Lightning Wyrm	闪电龙	english-on-hold
Monster	Dragon King Purple	Lightning Wyrm Card	闪电龙卡片	english-on-hold
Monster	Dragon Nightfall	Night Drake	暗夜幼龙	english-on-hold
Monster	Dragon Nightfall	Night Drake Card	暗夜幼龙卡片	english-on-hold
Monster	Dragon Predator Robot	Robot Dragon	机械龙	english-on-hold
Monster	Dragon Predator Robot	Robot Dragon Card	机械龙卡片	english-on-hold
Monster	Dragon Robot	Dragon Robot	巨龙机器人	english-on-hold
Monster	Dragon Robot	Dragon Robot Card	巨龙机器人卡片	english-on-hold
Monster	Dragon Spark	Spark Drake	火花幼龙	english-on-hold
Monster	Dragon Spark	Spark Drake Card	火花幼龙卡片	english-on-hold
Monster	Dragon Spark	Spark Drake Pet	火花幼龙宠物	english-on-hold
Monster	Dragon Water	Aqua Drake	碧水幼龙	english-on-hold
Monster	Dragon Water	Aqua Drake Card	碧水幼龙卡片	english-on-hold
Monster	Dragon Water	Aqua Drake Pet	水坑幼龙宠物	english-on-hold
Monster	Dragonfly Arrow	Darter	箭蜓	english-on-hold
Monster	Dragonfly Arrow	Darter Card	箭蜓卡片	english-on-hold
Monster	Dragonfly Darner	Skimmer	掠水蜓	english-on-hold
Monster	Dragonfly Darner	Skimmer Card	掠水蜓卡片	english-on-hold
Monster	Dragonfly Darner	Skimmer Pet	卡德雷根宠物	english-on-hold
Monster	Dragonfly Swift	Hawker	巡猎蜓	english-on-hold
Monster	Dragonfly Swift	Hawker Card	巡猎蜓卡片	english-on-hold
Monster	Earthworm	Grave Worm	墓穴蠕虫	english-on-hold
Monster	Earthworm	Grave Worm Card	墓穴蠕虫卡片	english-on-hold
Monster	Egg	Egg	蛋	english-on-hold
Monster	Egg	Egg Card	蛋卡片	english-on-hold
Monster	Egglet	Egglet	蛋蛋	english-on-hold
Monster	Egglet	Egglet Card	蛋蛋卡片	english-on-hold
Monster	Elder Wisp Blue	Elder Frost	冰霜长老	english-on-hold
Monster	Elder Wisp Blue	Elder Frost Card	冰霜长老卡片	english-on-hold
Monster	Elder Wisp Purple	Elder Lightning	闪电长老	english-on-hold
Monster	Elder Wisp Purple	Elder Lightning Card	闪电长老卡片	english-on-hold
Monster	Elder Wisp Yellow	Elder Fire	火焰长老	english-on-hold
Monster	Elder Wisp Yellow	Elder Fire Card	火焰长老卡片	english-on-hold
Monster	Eyeball Bat Blue	Azure Gazer	蔚蓝凝视者	english-on-hold
Monster	Eyeball Bat Blue	Azure Gazer Card	蔚蓝凝视者卡片	english-on-hold
Monster	Eyeball Bat Green	Jade Gazer	玉凝视者	english-on-hold
Monster	Eyeball Bat Green	Jade Gazer Card	玉凝视者卡片	english-on-hold
Monster	Eyeball Bat Red	Ruby Gazer	红宝石凝视者	english-on-hold
Monster	Eyeball Bat Red	Ruby Gazer Card	红宝石凝视者卡片	english-on-hold
Monster	Eyeball Bat Red	Ruby Gazer Pet	红宝石眼翼宠物	english-on-hold
Monster	Eyeball Creep Blue	Azure Eyestalk	蔚蓝眼柄	english-on-hold
Monster	Eyeball Creep Blue	Azure Eyestalk Card	蔚蓝眼柄卡片	english-on-hold
Monster	Eyeball Creep Green	Jade Eyestalk	玉眼柄	english-on-hold
Monster	Eyeball Creep Green	Jade Eyestalk Card	玉眼柄卡片	english-on-hold
Monster	Eyeball Creep Red	Ruby Eyestalk	红宝石眼柄	english-on-hold
Monster	Eyeball Creep Red	Ruby Eyestalk Card	红宝石眼柄卡片	english-on-hold
Monster	Eyeball Mage	Beholder	眼魔	english-on-hold
Monster	Eyeball Mage	Beholder Card	眼魔卡片	english-on-hold
Monster	Eyeball Mage Blue	Azure Beholder	蔚蓝眼魔	english-on-hold
Monster	Eyeball Mage Blue	Azure Beholder Card	蔚蓝眼魔卡片	english-on-hold
Monster	Eyeball Mage Green	Jade Beholder	翡翠眼魔	english-on-hold
Monster	Eyeball Mage Green	Jade Beholder Card	翡翠眼魔卡片	english-on-hold
Monster	Eyeball Mage Red	Ruby Beholder	红宝石眼魔	english-on-hold
Monster	Eyeball Mage Red	Ruby Beholder Card	红宝石眼魔卡片	english-on-hold
Monster	Eyeball Monster	Eyeball Monster	克拉肯	english-on-hold
Monster	Eyeball Monster	Kraken	克拉肯	english-on-hold
Monster	Eyeball Monster	Kraken Card	克拉肯卡片	english-on-hold
Monster	Fire	Ember	余烬	english-on-hold
Monster	Fire	Ember Card	余烬卡片	english-on-hold
Monster	Fire	Fire	火焰	english-on-hold
Monster	Fire Mage	Fire Mage	火法师	english-on-hold
Monster	Fire Mage	Fire Mage Card	火法师卡片	english-on-hold
Monster	FIsh Blue	Bluefin	蓝鳍金枪鱼	english-on-hold
Monster	FIsh Blue	Bluefin Card	蓝鳍金枪鱼卡片	english-on-hold
Monster	Fish Man Blue	Aqua Merling	水蓝鱼人	english-on-hold
Monster	Fish Man Blue	Aqua Merling Card	水蓝鱼人卡片	english-on-hold
Monster	Fish Man Pink	Roseate Merling	玫红鱼人	english-on-hold
Monster	Fish Man Pink	Roseate Merling Card	玫红鱼人卡片	english-on-hold
Monster	Fish Man Pink	Roseate Merling Pet	玫红鱼人宠物	english-on-hold
Monster	Fish Man Yellow	Canary Merling	金黄鱼人	english-on-hold
Monster	Fish Man Yellow	Canary Merling Card	金黄鱼人卡片	english-on-hold
Monster	Fish Merman Blue	Sapphire Merman	蓝宝石人鱼	english-on-hold
Monster	Fish Merman Blue	Sapphire Merman Card	蓝宝石人鱼卡片	english-on-hold
Monster	Fish Merman Pink	Coral Merman	珊瑚人鱼	english-on-hold
Monster	Fish Merman Pink	Coral Merman Card	珊瑚人鱼卡片	english-on-hold
Monster	Fish Merman Yellow	Topaz Merman	黄玉人鱼	english-on-hold
Monster	Fish Merman Yellow	Topaz Merman Card	黄玉人鱼卡片	english-on-hold
Monster	Fish Pink	Rosetail	玫瑰尾	english-on-hold
Monster	Fish Pink	Rosetail Card	玫瑰尾卡片	english-on-hold
Monster	Fish Yellow	Goldtail	金尾	english-on-hold
Monster	Fish Yellow	Goldtail Card	金尾卡片	english-on-hold
Monster	Flame	Blaze	烈焰	english-on-hold
Monster	Flame	Blaze Card	烈焰卡片	english-on-hold
Monster	Flame	Blaze Pet	炽焰宠物	english-on-hold
Monster	Fledgling	Fledgling	雏鸟	english-on-hold
Monster	Fledgling	Fledgling Card	雏鸟卡片	english-on-hold
Monster	Flora	Flora	弗洛拉	english-on-hold
Monster	Flora	Flora Card	弗洛拉卡片	english-on-hold
Monster	Flora	Flora Pet	湖花宠物	english-on-hold
Monster	Flower Pot Monster	Mandrake	曼德拉草	english-on-hold
Monster	Flower Pot Monster	Mandrake Card	曼德拉草卡片	english-on-hold
Monster	Fungi	Fungi	真菌	english-on-hold
Monster	Fungi	Fungi Card	真菌卡片	english-on-hold
Monster	Galaxy Robot	Galaxy Robot	银河机器人	english-on-hold
Monster	Galaxy Robot	Galaxy Robot Card	银河机器人卡片	english-on-hold
Monster	Ghost	Ghost	鬼	english-on-hold
Monster	Ghost	Ghost Card	鬼卡片	english-on-hold
Monster	Ghost	Ghost Pet	低语幽魂宠物	english-on-hold
Monster	Gloom	Spectre	幽灵	english-on-hold
Monster	Gloom	Spectre Card	幽灵卡片	english-on-hold
Monster	Gloom	Spectre Pet	幽灵宠物	english-on-hold
Monster	Glow Wisp Blue	Frost Glimmer	冰霜微光	english-on-hold
Monster	Glow Wisp Blue	Frost Glimmer Card	冰霜微光卡片	english-on-hold
Monster	Glow Wisp Purple	Lightning Glimmer	闪电微光	english-on-hold
Monster	Glow Wisp Purple	Lightning Glimmer Card	闪电微光卡片	english-on-hold
Monster	Glow Wisp Yellow	Fire Glimmer	火光	english-on-hold
Monster	Glow Wisp Yellow	Fire Glimmer Card	火光卡片	english-on-hold
Monster	Goblin Giant	Orc	兽人	english-on-hold
Monster	Goblin Giant	Orc Card	兽人卡片	english-on-hold
Monster	Goblin Giant Devil	Orc Soldier	兽人士兵	english-on-hold
Monster	Goblin Giant Devil	Orc Soldier Card	兽人士兵卡片	english-on-hold
Monster	Goblin Giant Gold	Goblin Giant Gold	兽人王	english-on-hold
Monster	Goblin Giant Gold	Orc King	兽人王	english-on-hold
Monster	Goblin Giant Gold	Orc King Card	兽人王卡片	english-on-hold
Monster	Goblin Giant Mage	Orc Mage	兽人法师	english-on-hold
Monster	Goblin Giant Mage	Orc Mage Card	兽人法师卡片	english-on-hold
Monster	Goblin Minion	Goblin	哥布林	english-on-hold
Monster	Goblin Minion	Goblin Card	哥布林卡片	english-on-hold
Monster	Goblin Minion	Goblin Pet	哥布仔宠物	english-on-hold
Monster	Goblin Trooper	Goblin Grunt	哥布林步兵	english-on-hold
Monster	Goblin Trooper	Goblin Grunt Card	哥布林步兵卡片	english-on-hold
Monster	Goblin Trooper Assassin	Goblin Assassin	哥布林刺客	english-on-hold
Monster	Goblin Trooper Assassin	Goblin Assassin Card	哥布林刺客卡片	english-on-hold
Monster	Goblin Trooper Mage	Goblin Mage	哥布林法师	english-on-hold
Monster	Goblin Trooper Mage	Goblin Mage Card	哥布林法师卡片	english-on-hold
Monster	Goblin Trooper Soldier	Goblin Soldier	哥布林士兵	english-on-hold
Monster	Goblin Trooper Soldier	Goblin Soldier Card	哥布林士兵卡片	english-on-hold
Monster	Goblin Warblade	Orc Reaver	兽人掠夺者	english-on-hold
Monster	Goblin Warblade	Orc Reaver Card	兽人掠夺者卡片	english-on-hold
Monster	Goblin Warchief	Goblin Warchief	兽人大酋长	english-on-hold
Monster	Goblin Warchief	Orc Warchief	兽人大酋长	english-on-hold
Monster	Goblin Warchief	Orc Warchief Card	兽人大酋长卡片	english-on-hold
Monster	Goblin Warcrusher	Orc Crusher	兽人粉碎者	english-on-hold
Monster	Goblin Warcrusher	Orc Crusher Card	兽人粉碎者卡片	english-on-hold
Monster	Goblin Warlock	Orc Warlock	兽人术士	english-on-hold
Monster	Goblin Warlock	Orc Warlock Card	兽人术士卡片	english-on-hold
Monster	Golem Earth	Stone Golem	岩石魔像	english-on-hold
Monster	Golem Earth	Stone Golem Card	岩石魔像卡片	english-on-hold
Monster	Golem Fire	Magma Golem	岩浆魔像	english-on-hold
Monster	Golem Fire	Magma Golem Card	岩浆魔像卡片	english-on-hold
Monster	Golem Ice	Rime Golem	霜冻魔像	english-on-hold
Monster	Golem Ice	Rime Golem Card	霜冻魔像卡片	english-on-hold
Monster	Grid Robot	Grid Robot	网格机器人	english-on-hold
Monster	Grid Robot	Grid Robot Card	网格机器人卡片	english-on-hold
Monster	Grim Reaper	Reaper	收割者	english-on-hold
Monster	Grim Reaper	Reaper Card	收割者卡片	english-on-hold
Monster	Gripper Robot	Gripper Robot	夹爪机器人	english-on-hold
Monster	Gripper Robot	Gripper Robot Card	夹爪机器人卡片	english-on-hold
Monster	Hare	Hare	斩首野兔	english-on-hold
Monster	Hare	Vorpal Hare	斩首野兔	english-on-hold
Monster	Hare	Vorpal Hare Card	斩首野兔卡片	english-on-hold
Monster	Haunt	Banshee	女妖	english-on-hold
Monster	Haunt	Banshee Card	女妖卡片	english-on-hold
Monster	Haunt	Banshee Pet	小幽魂宠物	english-on-hold
Monster	Hermit King	Hermit King	隐士王	english-on-hold
Monster	Hermit King	Hermit King Card	隐士王卡片	english-on-hold
Monster	Hermit Robot Blue	Scout Robot	侦察机器人	english-on-hold
Monster	Hermit Robot Blue	Scout Robot Card	侦察机器人卡片	english-on-hold
Monster	Hermit Robot Red	Sentry Robot	哨兵机器人	english-on-hold
Monster	Hermit Robot Red	Sentry Robot Card	哨兵机器人卡片	english-on-hold
Monster	Horror	Horror	恐魔	english-on-hold
Monster	Horror	Horror Card	恐魔卡片	english-on-hold
Monster	Housefly Icky	Gadfly	虻	english-on-hold
Monster	Housefly Icky	Gadfly Card	虻卡片	english-on-hold
Monster	Housefly Junk	Bluebottle	蓝瓶蝇	english-on-hold
Monster	Housefly Junk	Bluebottle Card	蓝瓶蝇卡片	english-on-hold
Monster	Housefly Nom	Blowfly	丽蝇	english-on-hold
